Pattern String,Comment,Pattern Category,Pattern Type,Where in website?,Deceptive?,Website Page
ONLY 1 LEFT IN STOCK!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://ironandresin.com/collections/iron-cloth/products/tamarack-fleece?variant=12521477210184
Only 2 units left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://jpressonline.com/collections/casual-trousers-1/products/copy-of-11-wale-slim-fit-cotton-corduroy-trousers-original?variant=52466803332
ONLY 7 LEFT!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://jskis.com/products/shattered
Only 1 Left in this Size!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://julbie.com/new-arrivals/4pc-strappy-cutout-red-corset-garter-stockings-lingerie-set/
There is only one product left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://kappa-usa.com/collections/all-mens-1/products/kappa-mens-222-banda-coen-t-shirt-grey-md-mel-black-gold?variant=15402010345506
Limited Stock!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://knockaround.com/products/black-moonshine-premiums
Only 69 left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://liionwholesale.com/collections/new-products/products/enook-x1-plus-battery-charger?variant=15431797997662
HURRY! ONLY 2 LEFT IN STOCK!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://linksoul.com/collections/mens-denim/products/ls661b
83% offers claimed. Hurry up!,Side wheel pop-up,Scarcity,Low-stock Message,Product Page,No,https://makegoodies.com/collections/car-accessories/products/universal-car-phone-mount
Only 1 left In Stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://markselectrical.co.uk/81549_Fisher-%26-Paykel-Single-Built-In-Electric-Oven.html
Only 8 left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://mejuri.com/shop/products/boss-signet-london-blue-topaz
Only 4 left at this price,Product detail,Scarcity,Low-stock Message,Product Page,No,https://mikescomputershop.com/product/9544408
90% offers claimed. Hurry up!,Side wheel pop-up,Scarcity,Low-stock Message,Product Page,No,https://motoloot.com/collections/moto-key-tags/products/come-to-the-darkside-motorcycle-keychain
Only 1 Left in Stock!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://new.minimania.com/part/G2NMK1070E/Mini-Cooper-Oil-Filter-4-pak-Value-Line-Gen2-R55-R56-R57-R56-R59-R60-R61
Only 4 copies left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://oldies.com/product-view/30828P.html
Status:Only 3 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://pclinkshop.co.za/shop/computing/mouse-keyboard-other/game-console/pdp-afterglow-lvl-3-stereo-headset-for-ps4-retail-box-no-warranty-on-software-pdp-051-031-au-lic/
87% offers claimed. Hurry up!,Side wheel pop-up,Scarcity,Low-stock Message,Product Page,No,https://pelacase.com/products/save-the-waves-black-google-pixel-2xl-eco-friendly-phone-case?variant=12170059087986
9 items left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://purebulk.com/collections/vitamins/products/beta-carotene-1-provitamin-a?variant=14277709594673
6 items left! Order soon.,Product detail,Scarcity,Low-stock Message,Product Page,No,https://riotsociety.com/collections/womens-sale/products/not-your-baby-womens-long-sleeve-crop-tee
HURRY ONLY 9 LEFT IN STOCK!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://roolee.com/collections/plus-size-products/products/the-switzerland-detail-dress
Only 1 left in stock - Order soon,Product detail,Scarcity,Low-stock Message,Product Page,No,https://rugs.com/navy-blue-8x10-uptown-collection-area-rug-6282216?pos=20&rt=aisle
*Only 2 left in stock. Don't miss out!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://saboskirt.com/shop/product/cutout-slides---tan
Only 3 left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://scandinavianoutdoor.com/millet/clothing/jackets/winter-and-down-jackets/ld-kamet-ii-down-hoodie/
Only one item left in stock!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://shop.adidas.ae/en/exhibit_pack/
Only 1 item left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://shop.adidas.co.za/4krft-360-strong-woven-cordura-10-inch-short-265241.html
Only 8 items left in stock!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://shop.iravin.com/collections/we-love-pink-collection/products/48157
Only 82 left in stock!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://shop.ozobot.com/collections/marvels-the-avengers/products/black-widow-action-skin-for-evo
Only 1 left in stock! Get in quick!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://shopdixi.com/collections/harmony-nice-shop-dixi-jewellery-collaboration/products/willow-magick-window-locket-necklace-harmony-x-dixi-colour-selection
LESS THAN 5 LEFT!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://shopdoen.com/products/ayana-dress-black-prairie-paisley?variant=8716556042347
1 LEFT,Product detail,Scarcity,Low-stock Message,Product Page,No,https://shoplostfound.com/collections/engineered-garments/products/engineered-garments-cotton-double-cloth-driver-jacket-dark-navy
3 items left,Product detail. Shown for all products.,Scarcity,Low-stock Message,Product Page,No,https://soillholds.com/collections/climbing-shoes/products/camo-new-zero
Only 1 Left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://staud.clothing/collections/outerwear/products/tunnel-blazer-opal-navy-stripe?variant=18082732834886
Only 9 Left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://store.hp.com/us/en/pdp/hp-spectre-folio-13-pc-spectre-rechargeable-mouse-spectre-leather-sleeve-bundle-spectre-folio-13nr-mouse-sleeve-kit
Only 14 left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://store.kimberamerica.com/genuine-giraffe-bone-grips
1 left at this price,Product detail,Scarcity,Low-stock Message,Product Page,No,https://store.kix-files.com/products/nike-air-vapormax-plus-betrue-2018
23% left in stock!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://superraregames.com/products/srg-n-ultimate-edition
Only 5 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://thegymking.com/collections/sale/products/gk-capone-tracksuit-bottoms-navy-red-white-grey-marl
Only 3 left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://thursdayboots.com/products/mens-cognac-suede-scout
Only 2 left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://topodesigns.com/collections/new-outerwear/products/global-jacket-womens?variant=12520711127093
Only 1 Left!,Product detail,Scarcity,Low-stock Message,Cart Page,No,https://touratech-usa.com/store/Touratech-Progressive-Lowering-Fork-Springs-Honda-Africa-Twin-CRF1000L-Adventure-Sports
Only 34 Left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://treehut.co/products/all-wood-black-watch-all-ebony-theo-blue?variant=8375273411
LOW IN STOCK!! GET YOURS NOW,Product detail,Scarcity,Low-stock Message,Product Page,No,https://trendyparadize.com/collections/best-sellers/products/led-flower-crown?variant=11852764839978
74% offers claimed. Hurry up!,Side wheel pop-up,Scarcity,Low-stock Message,Product Page,No,https://ttdeye.com/collections/popular-products/products/ice-green
1 LEFT IN THIS SIZE,Product detail,Scarcity,Low-stock Message,Product Page,No,https://unionmadegoods.com/collections/sale-womens/products/wool-glen-plaid-big-c-p-o-shirt-jacket-in-off-white-black
ONLY 3 LEFT! GET IT NOW!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://urban-planet.com/collections/up_womens-dresses_shop-all-dresses/products/0908-01793409-soft-ribbed-v-neck-long-sleeve-button-slit-midi-dress
1 item left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://urbanedcsupply.com/collections/all-available/products/james-brand-elko-micarta-stainless
Please note all products are made in limited quantities and we rarely restock - checkout now so you don't miss out!,Product detail,Scarcity,Low-stock Message,Cart Page,No,https://us.fashionbunker.com/on-and-off-midi-dress-black-abstract?___store=usa&nosto=notfound-nosto-2
"Hurry, only 1 left!",Product detail,Scarcity,Low-stock Message,Product Page,No,https://us.fashionbunker.com/on-and-off-midi-dress-black-abstract?___store=usa&nosto=notfound-nosto-2
Hurry! Only 2 left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://us.fatface.com/men/clothing/t-shirts-polos/pique-raglan-organic-cotton-t-shirt-/930869.html?dwvar_930869_color=balsam
"HURRY, THERE ARE ONLY 9 ITEM(S) LEFT!",Product detail,Scarcity,Low-stock Message,Product Page,No,https://us.geekstore.com/collections/best-sellers/products/official-superman-bad-guys-get-coal-christmas-jumper-ugly-sweater
Hurry! Only 1 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://us.missselfridge.com/en/msus/product/petite-893018/view-all-893048/petite-black-stripe-twist-front-jumpsuit-8272023
Only 1 left in online stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://us.pandora.net/en/2018-exclusive-holiday-charm-and-ornament-inspired-by-the-radio-city-rockettes/B800998.html?cgid=valentines_day_gift_sets_assortment&src=categorySearch
Only 1 left in stock.,Product detail,Scarcity,Low-stock Message,Product Page,No,https://us.shop.runningroom.com/electronics/heart-rate-and-gps-watches/garmin-forerunner-735xt-w-optical-wrist-hr-and-tri-bundle.html?order=new_arrivals
"Size low on stock, only 1 item left",Product detail,Scarcity,Low-stock Message,Product Page,No,https://usa.tommy.com/en/women/jackets-outerwear-women/tommy-x-rossignol-colorblock-zip-stretch-jacket-ww23782
Only 8 left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://vanness1938.com/products/colorverse-40-girls-just-wanna-for-opus-88-demo
Hurry! Only 2 left at this price!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://vapoureyes.com.au/collections/new-products/products/purge-mods-lady-justice-stacked-piece-mechanical-tube?variant=19530776379495
ONLY 52 items left in stock!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://vickypick.com/collections/gadgets/products/magic-roller-ball-toy-set-of-4
Over 500 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://vinegarsyndrome.com/shop/2018-catalogue-of-film/
Hurry only 8 items left!,"Product detail. All items are low on stock. See ""question mark"" for practices.",Scarcity,Low-stock Message,Product Page,No,https://voga.com/products/barcelona-chair-replica
72% offers claimed. Hurry up!,Side wheel pop-up,Scarcity,Low-stock Message,Product Page,No,https://wickedcushions.com/products/beats-replacement-ear-pads-compatible-with-solo-2-3-wireless-white
Only 1 Left !,Product detail,Scarcity,Low-stock Message,Product Page,No,https://wolfandshepherd.com/products/bannister-derby?variant=16121439453257
Only 1 items left in stock!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://workhey.com/collections/necklaces/products/personalized-photo-love-heart-necklace-925-silver
Only 2 Left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://workingperson.com/carhartt-mens-b17-dst-darkstone-relaxed-fit-cotton-denim-jeans.html
LIVE REMAINING STOCK,Progress bar display. Shown for all products. No product is beyond 35%.,Scarcity,Low-stock Message,Product Page,No,https://www.1-day.co.nz/products/shaggy-rug-shower-mat-red
HURRY! LESS THAN 129 LEFT.,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.100percentpure.com/collections/gift-sets/products/holiday-gift-set-desert-sunset-makeup-set
"Hurry, only a few left!",Below ATC button,Scarcity,Low-stock Message,Product Page,No,https://www.1sttheworld.com/collections/polyester-all-over-print-t-shirts-utm_source-menu-utm_medium-shop-utm_campaign-polyaoptshirt-utm_term-utm_content/products/netherlands-t-shirt?variant=19086079230021
Only 9 left in stock,Almost all items are low on stock,Scarcity,Low-stock Message,Product Page,No,https://www.6pm.com/p/lacoste-flamme-short-sleeve-regular-fit-jersey-semi-fancy-collar-inkwell-flour-navy-blue/product/9095736/color/768857
Only 1 left.,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.abdulwahed.com/en/nikon-mirrorless-full-frame-z7-camera-with-24-70-lens-kit-(vok010vm).html
Only 7 in Stock!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.adameve.com/adult-sex-toys/vibrators/wand-massagers/sp-adam-eve-intimate-curves-rechargeable-wand-105709.aspx
"Don't miss out, only 2 left in stock",Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.adidas.co.uk/sc-premiere-shoes/CG6239.html
only 2 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.adidas.fi/sc-premiere-shoes/CG6239.html
Limited Quantity Available,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.adorama.com/pp901211.html
Hurry! Only 3 Left In Stock.,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.adriannapapell.com/short-sleeve-beaded-dress-with-dot-details-AP1E204466.html
Hurry up! Only 11 items left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.adultproductsindia.com/3d-silicone-face-fff-half-body-masturbator-small.html
Only 3 Left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.agacistore.com/mesh-sleeve-off-shoulder-peplum-top/105354796.html?dwvar_105354796_color=11
ONLY 1 LEFT,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.agjeans.com/the-silo-shearling-lined-jacket-4393CCTTBC.html?dwvar_4393CCTTBC_color=TBC
Only 2 stock available,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.allonlinestore.in/Navy-Linen-Cotton-Casual-Shirt-2787.html
ONLY 2 LEFT IN STOCK!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.alltricks.com/F-41505-velos-route-_-cyclocross-_-triathlon/P-507371-cinelli_zydeco_gravel_bike_sram_apex_11s_2019_black_silver_multicolor
5 items left,Shown for all products. Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.alpacadirect.com/products/berroco-ultra-alpaca?variant=12263364427866
"Hurry, only 2 left in stock!",Produt detail,Scarcity,Low-stock Message,Product Page,No,https://www.amleo.com/dual-outlet-7-day-digital-timer/p/TM01715D/
Hurry! Only a few of these left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.anarchiststate.com
Hurry Up! Only 1 Piece Left,Produt detail,Scarcity,Low-stock Message,Product Page,No,https://www.anuradhaartjewellery.com/product-detail/silver-finish-earring-studded-with-pink-colour-styled-with-moti-earring/81897
Hurry only 1 left!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.artfire.com/ext/shop/product_view/14002299
Only 1 Item(s) left,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.ashleystewart.com/1/1/7397847-tall-printed-pull-legging-multi-bottoms.html
1 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.aspinaloflondon.com/products/large-essential-cosmetic-case-in-pale-gold-pebble
Only 33 left,,Scarcity,Low-stock Message,Product Page,No,https://www.australianplantsonline.com.au/banksia-aemula-wallum-banksia.html
ONLY 5 LEFT IN STOCK,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.badgleymischka.com/D59828CRY/
ONLY 1 LEFT IN THIS SIZE,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.bandier.com/super-maxi-fit-zip-hooded-sweatshirt
ONLY 5 LEFT,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.bargainhardware.co.uk/hp-374503-001-dl585-g5-g6-g7-dl580-g5-g7-ml570-g4-g5-374516-001-rail-outers
Only 3 Left in Stock!,Product detail,Scarcity,Low-stock Message,Product Page,No,https://www.batteryjunction.com/asp-3561-opt-poly-triad-led-flashlight.html
